[SOLUTION 0]
- 4 4 rot 2
end

[SOLUTION 26]
0 0 0 0 0
0 0 6 0 0
8 5 0 3 3
0 6 0 0 1
0 6 6 6 0
- 2 1 rot 0
- 0 2 rot 1
- 1 2 flip 1
- 3 2 flip 1
- 4 2 flip 1
- 1 3 rot 1
- 4 3 flip 0
- 1 4 rot 2
- 2 4 rot 0
- 3 4 rot 3
end

[SOLUTION 27]
0 0 0 6 0
0 6 8 5 0
0 6 3 0 6
0 0 0 0 0
0 0 1 3 6
- 3 0 rot 0
- 1 1 rot 1
- 2 1 rot 3
- 3 1 flip 0
- 1 2 rot 0
- 2 2 flip 1
- 4 2 rot 1
- 2 4 flip 1
- 3 4 flip 0
- 4 4 rot 1
end

[SOLUTION 28]
6 0 5 3 6
0 0 6 0 0
3 0 0 0 0
0 0 6 1 0
6 8 0 0 0
- 0 0 rot 1
- 2 0 flip 1
- 3 0 flip 1
- 4 0 rot 1
- 2 1 rot 0
- 0 2 flip 0
- 2 3 rot 0
- 3 3 flip 0
- 0 4 rot 0
- 1 4 rot 3
end

[SOLUTION 29]
0 6 5 6 0
0 0 0 1 6
0 3 0 0 0
0 0 0 0 0
0 6 0 3 8
- 1 0 rot 1
- 2 0 flip 1
- 3 0 rot 1
- 3 1 flip 0
- 4 1 rot 1
- 1 2 flip 0
- 1 4 rot 0
- 3 4 flip 1
- 4 4 rot 3
end

[SOLUTION 30]
0 6 0 8 0
6 1 0 3 0
5 0 0 3 0
6 0 0 6 0
0 0 0 0 0
- 1 0 rot 0
- 3 0 rot 2
- 0 1 rot 0
- 1 1 flip 1
- 3 1 flip 0
- 0 2 flip 0
- 3 2 flip 0
- 0 3 rot 0
- 3 3 rot 3
end
